track_name,artist(s)_name,artist_count,released_year,released_month,released_day,streams(10 million),in_spotify_playlists,in_spotify_charts,in_apple_playlists,in_apple_charts,in_deezer_playlists,in_deezer_charts,in_shazam_charts,bpm,key,mode,danceability_%,valence_%,energy_%,acousticness_%,instrumentalness_%,liveness_%,speechiness_%
Something Just Like This,"The Chainsmokers, Coldplay",2,2017,2,22,220.4080728,23375,21,336,188,"2,692",3,30,103,B,Minor,61,47,65,3,0,17,4
Closer,"The Chainsmokers, Halsey",2,2016,5,31,259.1224264,28032,0,315,159,"2,179",0,44,95,G#,Major,75,64,52,41,0,11,3
O.O,NMIXX,1,2022,2,22,13.5444283,290,0,9,66,10,0,0,200,B,Minor,39,28,77,4,0,6,29
Somebody That I Used To Know,"Gotye, Kimbra",2,2011,1,1,145.7139296,42798,0,217,136,"6,508",1,,129,,Major,86,75,52,54,0,10,4
Tom's Diner,"AnnenMayKantereit, Giant Rooks",2,2019,6,28,23.6872197,2605,0,15,48,50,0,3,98,F#,Minor,68,33,43,38,0,36,14
First Class,Jack Harlow,1,2022,4,8,69.4525298,8737,0,163,32,137,15,12,107,G#,Major,91,32,56,3,0,11,10
Plan A,Paulo Londra,1,2022,3,23,24.0661097,1105,0,32,0,19,0,0,174,,Major,58,56,83,5,0,7,4
Fuera del mercado,Danny Ocean,1,2022,2,17,42.1365166,2499,21,68,24,43,1,0,92,G#,Major,45,27,67,32,0,13,14
X ï¿½ï¿½LTIMA,"Daddy Yankee, Bad Bunny",2,2022,3,25,34.9746291,2697,1,55,3,32,0,0,90,G,Major,81,59,83,9,0,11,5
When You're Gone,Shawn Mendes,1,2022,3,31,25.5120451,2092,0,75,11,44,0,14,147,F,Major,60,58,69,2,0,58,4
In My Head,Lil Tjay,1,2022,4,1,19.0981339,1185,0,21,0,31,0,0,143,C#,Major,68,41,55,16,0,10,12
Wait a Minute!,Willow,1,2015,1,11,92.4193303,11985,0,79,80,250,3,10,101,D#,Minor,76,63,71,3,0,10,3
LOVE DIVE,IVE,1,2022,4,5,30.5771063,753,8,28,124,13,0,1,118,C#,Minor,70,54,71,0,0,33,4
Pantysito,"Feid, Alejo, Robi",3,2022,3,18,27.3005485,2995,0,49,17,30,0,0,98,G,Minor,83,63,74,14,0,16,6
Chance,Paulo Londra,1,2022,4,6,8.9566512,225,0,11,0,7,0,0,138,C#,Minor,72,22,46,24,0,9,6
Cool for the Summer,Demi Lovato,1,2015,1,1,67.7389855,9243,0,155,5,577,0,6,114,F,Minor,59,30,62,1,0,8,4
psychofreak (feat. WILLOW),"Camila Cabello, Willow",2,2022,4,7,7.5476209,918,0,24,0,52,0,0,180,G,Minor,63,45,64,34,0,9,8
Angel Baby,Troye Sivan,1,2021,9,9,40.8843328,1959,9,52,25,32,0,10,145,B,Major,56,41,57,1,0,13,3
Vampiro,"Matuï¿½ï¿½, Wiu, ",3,2022,1,30,18.7772591,540,4,26,3,39,0,0,115,G#,Minor,78,63,64,1,0,7,4
Si Quieren Frontear,"De La Ghetto, Duki, Quevedo",3,2022,3,31,17.8512385,859,0,14,0,11,0,0,82,A#,Major,79,48,84,13,0,21,23
Right On,Lil Baby,1,2022,4,8,10.1780047,1116,0,31,9,15,0,1,166,D,Major,70,22,61,2,0,10,34
Me Arrepentï¿,"Ak4:20, Cris Mj, Pailita",3,2022,3,30,11.8381354,273,2,12,2,4,0,0,92,,Major,86,91,79,29,0,60,16
That's Hilarious,Charlie Puth,1,2022,4,8,14.636313,686,2,11,6,12,0,15,108,F#,Major,71,55,44,74,0,11,6
Soy El Unico,Yahritza Y Su Esencia,1,2022,3,25,12.6443991,226,0,5,0,4,0,1,84,E,Minor,71,63,45,45,0,11,3
RUMBATï¿½,Daddy Yankee,1,2022,3,25,15.7990698,1264,0,20,4,52,0,1,95,D#,Minor,69,90,91,6,0,35,4
sentaDONA (Remix) s2,"Luï¿½ï¿½sa Sonza, MC Frog, Dj Gabriel do Borel, Davi K",4,2022,3,17,17.6290831,870,0,32,0,49,0,0,135,D#,Minor,93,77,45,25,0,13,27
Falling,Harry Styles,1,2019,12,13,102.3187129,7556,0,124,24,254,0,8,110,E,Major,57,6,27,84,0,9,3
Sigue,"Ed Sheeran, J Balvin",2,1996,11,24,10.6933107,1370,0,46,8,60,0,0,88,G,Major,89,59,64,5,0,19,7
Fim de Semana no Rio,teto,1,2022,3,30,13.9193812,315,2,27,2,31,0,0,119,C#,Minor,87,28,50,12,0,10,10
MANIAC,Stray Kids,1,2022,3,18,21.223499,651,0,6,188,20,0,0,120,C#,Major,58,71,80,15,0,7,41
There's Nothing Holdin' Me Back,Shawn Mendes,1,2016,9,23,171.4490998,12382,0,229,57,"1,370",2,71,122,D,Major,86,97,80,36,0,9,6
IDGAF (with blackbear),"Blackbear, BoyWithUke",2,2022,3,18,19.7643795,625,0,10,2,13,0,1,98,F,Major,78,83,75,41,0,27,8
Golden,Harry Styles,1,2019,12,13,80.7015863,8429,1,85,24,200,0,2,140,E,Minor,45,25,84,21,0,13,6
Get Lucky - Radio Edit,"Pharrell Williams, Nile Rodgers, Daft Punk",3,2013,1,1,93.3815613,52898,0,203,1,"8,215",0,0,116,F#,Minor,79,87,81,4,0,10,4
Ain't Shit,Doja Cat,1,2021,6,25,49.971059,3436,0,32,6,46,0,1,124,D#,Major,86,62,49,51,0,35,21
Nobody Like U - From "Turning Red","Jordan Fisher, Josh Levi, Finneas O'Connell, 4*TOWN (From Disney and Pixarï¿½ï¿½ï¿½s Turning Red), Topher Ngo, Grayson Vill",6,2022,2,25,12.0847157,918,0,34,39,30,0,0,105,A,Minor,91,73,72,13,0,9,15
Still Life,BIGBANG,1,2022,4,5,5.3909146,181,0,16,14,7,0,0,118,G#,Major,68,24,58,44,0,6,3
Photograph,Ed Sheeran,1,2014,6,20,223.6667932,18778,3,228,105,"2,453",0,84,108,E,Major,61,20,38,61,0,10,5
Love Yourself,Justin Bieber,1,2015,11,9,212.3309722,22730,5,289,87,"2,430",0,36,100,E,Major,61,53,38,84,0,28,44
N95,Kendrick Lamar,1,2022,5,13,30.1242089,5542,0,52,16,65,0,206,140,D#,Minor,81,39,66,38,0,12,14
About Damn Time,Lizzo,1,2022,4,14,72.3894473,9021,0,242,49,272,21,24,109,A#,Minor,84,72,74,10,0,34,7
Die Hard,"Kendrick Lamar, Blxst, Amanda Reifer",3,2022,5,13,23.7351106,4627,0,38,13,32,0,0,101,C#,Minor,78,40,74,36,0,17,27
Despuï¿½ï¿½s de la P,Bad Bunny,1,2022,5,6,46.155854,2229,0,27,44,24,0,5,78,F,Major,56,61,90,36,0,18,31
Un Ratito,Bad Bunny,1,2022,5,6,41.7230415,1112,6,7,30,13,1,1,93,,Minor,79,22,55,31,0,12,5
United In Grief,Kendrick Lamar,1,2022,5,13,15.6898322,2575,0,4,5,12,0,51,87,G#,Major,52,32,83,24,0,17,43
Father Time (feat. Sampha),"Kendrick Lamar, Sampha",2,2022,5,13,12.730918,3107,0,4,0,22,0,0,153,A#,Minor,55,50,78,19,0,11,35
Yo No Soy Celoso,Bad Bunny,1,2022,5,6,31.3113297,1179,0,7,21,11,0,0,142,,Major,87,93,59,28,0,17,5
Rich Spirit,Kendrick Lamar,1,2022,5,13,17.3702135,3486,0,20,10,33,0,0,96,A#,Minor,85,41,43,39,0,12,21
Cooped Up (with Roddy Ricch),"Post Malone, Roddy Ricch",2,2022,5,12,27.1666301,2942,0,42,28,43,0,0,125,,Major,50,39,78,4,0,11,33
Me Fui de Vacaciones,Bad Bunny,1,2022,5,6,30.5650299,1443,0,9,11,22,1,0,85,A#,Major,71,43,65,23,0,9,5
Silent Hill,"Kendrick Lamar, Kodak Black",2,2022,5,13,12.3216717,3028,0,22,0,23,0,0,140,C#,Minor,92,78,57,46,0,14,9
La Corriente,"Tony Dize, Bad Bunny",2,2022,5,6,47.9655659,1796,8,8,25,18,1,0,196,B,Minor,66,58,79,23,0,22,20
Count Me Out,Kendrick Lamar,1,2022,5,13,12.6191104,2729,0,3,7,13,0,1,134,G,Major,78,51,43,69,0,14,9
Andrea,"Buscabulla, Bad Bunny",2,2022,5,6,34.4055883,1195,0,8,30,13,1,1,103,C#,Minor,80,45,62,76,0,10,38
Dos Mil 16,Bad Bunny,1,2022,5,6,33.8422004,892,3,10,24,11,0,0,130,C#,Major,82,50,67,12,0,13,5
We Cry Together,"Kendrick Lamar, Taylour Paige",2,2022,5,13,6.8895644,1635,0,4,1,6,0,0,108,B,Major,65,52,69,31,0,8,36
Savior,"Kendrick Lamar, Sam Dew, Baby Keem",3,2022,5,13,8.617689,2291,0,9,0,8,0,0,123,G#,Major,61,66,71,53,0,32,46
Un Coco,Bad Bunny,1,2022,5,6,40.3231558,1029,28,5,28,9,0,0,152,B,Major,84,74,69,21,0,18,6
Otro Atardecer,"Bad Bunny, The Marï¿½ï",2,2022,5,6,31.9546754,1681,7,10,30,13,0,33,108,D,Major,78,55,60,59,0,7,4
Worldwide Steppers,Kendrick Lamar,1,2022,5,13,6.1739839,1480,0,1,0,5,0,0,72,A#,Minor,56,56,47,76,0,8,36
Aguacero,Bad Bunny,1,2022,5,6,28.3359161,829,0,4,15,10,0,0,121,F#,Minor,86,67,65,42,0,35,7
Purple Hearts,"Kendrick Lamar, Ghostface Killah, Summer Walker",3,2022,5,13,7.6831876,2308,0,7,0,7,0,0,138,D#,Minor,57,71,82,19,0,15,29
Un Verano Sin Ti,Bad Bunny,1,2022,5,6,28.3332261,1004,1,8,12,9,0,0,188,F,Minor,50,41,50,69,0,12,6
ULTRA SOLO,"Polima WestCoast, Pailita",2,2022,2,14,30.7752576,1367,0,48,4,34,1,0,110,C#,Major,80,26,85,23,0,11,21
Ensï¿½ï¿½ï¿½ï¿½ame ,Bad Bunny,1,2022,5,6,27.973794,1112,3,7,25,12,0,0,105,G#,Major,81,77,79,19,0,47,8
El Apagï¿½,Bad Bunny,1,2022,5,6,21.235189,1209,0,9,7,14,0,1,118,G#,Major,63,60,70,5,0,9,31
Callaita,"Bad Bunny, Tainy",2,2019,5,31,130.4313953,9539,15,162,116,355,7,0,176,D,Major,61,24,62,60,0,24,31
Dua Lipa,Jack Harlow,1,2022,5,6,15.0500965,1992,0,35,0,3,0,0,158,B,Major,83,41,65,0,10,11,8
Agosto,Bad Bunny,1,2022,5,6,24.6127838,897,0,6,20,8,0,0,115,C#,Minor,85,72,58,9,0,49,12
House Of Memories,Panic! At The Disco,1,2016,1,15,58.2863434,2948,0,10,2,150,0,0,110,B,Minor,51,48,82,0,0,5,3
Mr. Morale,"Kendrick Lamar, Tanna Leone",2,2022,5,13,5.8687425,1860,0,1,0,3,0,0,174,A,Major,73,26,54,30,0,34,32
That That (prod. & feat. SUGA of BTS),"PSY, Suga",2,2022,4,29,21.2109195,802,0,16,81,23,0,0,130,E,Major,91,91,96,3,0,3,9
In The Stars,Benson Boone,1,2022,4,29,38.2199619,2224,8,48,40,87,1,210,78,A#,Major,36,30,54,34,0,14,5
Rich - Interlude,Kendrick Lamar,1,2022,5,13,4.1210087,1103,0,0,0,0,0,0,104,G,Major,44,74,42,88,0,9,9
SUPERMODEL,Mï¿½ï¿½ne,1,2022,5,13,23.1657891,2265,0,93,12,173,11,3,121,G,Major,64,80,88,0,0,12,6
Stefania (Kalush Orchestra),KALUSH,1,2022,3,10,5.3729194,555,0,10,4,4,0,0,105,D,Major,83,32,82,14,0,12,4
Thousand Miles,The Kid Laroi,1,2022,4,22,24.4741137,2050,0,52,9,46,0,1,81,G,Major,38,20,66,9,0,9,8
Crown,Kendrick Lamar,1,2022,5,13,4.2485571,1493,0,2,0,10,0,0,170,C#,Minor,37,14,24,80,0,11,4
Auntie Diaries,Kendrick Lamar,1,2022,5,13,3.7778188,1545,0,1,0,4,0,0,78,G,Major,43,60,38,76,1,48,38
PUFFIN ON ZOOTIEZ,Future,1,2022,4,29,25.4218729,2350,0,28,42,23,0,0,125,G#,Major,88,28,66,6,0,13,31
Mirror,Kendrick Lamar,1,2022,5,13,5.3603447,1929,0,2,0,4,0,0,92,E,Minor,66,29,65,23,0,8,7
Beautiful Girl,Luciano,1,2022,4,22,16.0035717,710,4,16,11,18,0,0,140,B,Minor,84,61,42,31,0,9,9
"Paulo Londra: Bzrp Music Sessions, Vol. 23","Bizarrap, Paulo Londra",2,2022,4,25,16.4163229,928,0,19,0,7,0,0,96,,Major,61,32,90,25,0,10,9
Savior - Interlude,Kendrick Lamar,1,2022,5,13,3.7091576,1194,0,0,0,3,0,0,118,F,Minor,66,83,43,84,0,19,19
Pasoori,"Shae Gill, Ali Sethi",2,2022,2,6,28.4249832,349,6,10,22,3,0,0,92,B,Minor,71,67,60,7,0,6,4
Mother I Sober (feat. Beth Gibbons of Portishead),"Kendrick Lamar, Beth Gibbons",2,2022,5,13,3.3381454,1890,0,3,0,2,0,0,140,G#,Minor,49,50,37,87,0,11,35
TUS Lï¿½ï¿½GR,"Sech, Mora",2,2022,4,1,18.4622518,1308,2,23,16,9,0,5,174,C#,Major,68,45,71,18,0,11,25
Where Did You Go?,"MNEK, Jax Jones",2,2022,1,26,30.0983101,4531,0,135,74,119,1,18,127,A#,Major,77,53,78,19,0,29,4
I Tried to Tell Y'all,"Ugly Dray, Tesla Jnr",2,2022,5,6,12.1077868,1657,0,15,3,3,0,0,96,B,Major,71,37,52,62,0,11,36
Honest (feat. Don Toliver),"Justin Bieber, Don Toliver",2,2022,4,29,10.691968,1351,0,26,1,17,0,0,150,G#,Minor,82,82,66,13,0,11,6
ZOOM,Jessi,1,2022,4,13,13.6996305,608,0,5,29,14,0,0,100,F#,Major,87,46,60,1,0,13,16
SloMo,Chanel,1,2021,12,24,6.571993,1211,0,31,0,19,0,2,105,C#,Minor,73,59,81,13,0,9,6
FEARLESS,LE SSERAFIM,1,2022,5,2,22.9497852,629,0,18,75,9,0,0,104,G,Major,86,43,62,5,0,13,14
10 Things I Hate About You,Leah Kate,1,2022,3,23,18.5550869,1301,0,23,1,15,0,0,154,G#,Major,54,45,79,1,0,17,5
SPACE MAN,Sam Ryder,1,2022,2,22,5.4682594,1329,0,42,51,32,0,0,80,B,Major,47,33,83,18,0,10,5
With you,"HA SUNG WOON, Jimin",2,2022,4,24,24.0580042,343,2,4,35,11,1,1,150,D#,Major,53,14,43,64,0,13,3
Iris,The Goo Goo Dolls,1,1998,3,31,128.4942608,13101,9,137,5,582,0,0,156,B,Minor,32,49,72,0,0,9,4
The Heart Part 5,Kendrick Lamar,1,2022,5,8,7.1423324,2939,0,29,0,30,0,0,98,G#,Minor,76,79,81,18,0,6,34
San Lucas,Kevin Kaarl,1,2019,11,7,24.4891912,407,1,5,0,5,0,0,92,G,Major,58,27,36,86,0,9,3
This Love (Taylorï¿½ï¿½ï¿½s Ve,Taylor Swift,1,2022,5,6,13.2171975,1492,0,26,2,15,0,2,144,E,Major,47,7,50,32,0,7,4
Good Looking,Suki Waterhouse,1,2017,10,20,18.4706613,2264,0,11,6,25,0,1,150,E,Major,37,27,56,8,0,13,3
Flowers,Lauren Spencer Smith,1,2021,8,9,18.4826429,801,0,42,9,24,1,1,138,D#,Major,70,31,44,84,0,9,39
Yet To Come,BTS,1,2022,6,10,30.2006641,829,0,32,110,26,0,0,172,C#,Major,56,68,89,4,0,33,19
Run BTS,BTS,1,2022,6,10,33.0881149,736,0,5,132,17,0,3,77,G#,Major,72,70,82,2,0,4,17
Music For a Sushi Restaurant,Harry Styles,1,2022,5,20,33.4733572,4449,1,80,11,66,0,1,107,B,Major,72,36,72,26,6,11,4
Matilda,Harry Styles,1,2022,5,20,36.6214458,3218,3,29,10,79,0,0,114,D,Major,51,39,29,90,0,10,4
For Youth,BTS,1,2022,6,10,11.4546317,327,0,5,40,12,0,0,117,D,Major,63,29,51,43,0,25,4
Daylight,Harry Styles,1,2022,5,20,29.0833204,2775,0,21,11,40,0,0,146,,Major,69,63,45,48,0,18,4
Vegas (From the Original Motion Picture Soundtrack ELVIS),Doja Cat,1,2022,5,6,44.8500832,4576,0,79,13,93,0,17,160,G#,Minor,80,74,60,8,0,14,26
Cash In Cash Out,"Pharrell Williams, Tyler, The Creator, 21 Savage",4,2022,6,10,13.6676504,2313,0,34,0,29,0,0,120,G,Major,88,15,56,1,0,8,6
Potion (with Dua Lipa & Young Thug),"Calvin Harris, Dua Lipa, Young Thug",3,2022,5,27,19.0625045,3983,0,73,45,119,0,0,100,B,Minor,82,76,70,16,0,8,5
Born Singer,BTS,1,2022,6,10,7.909527,279,0,0,18,6,0,0,158,G#,Minor,60,68,84,4,0,24,11
Little Freak,Harry Styles,1,2022,5,20,27.3194684,2302,0,20,3,39,0,0,142,D#,Major,56,40,54,72,0,10,4
La Llevo Al Cielo (Ft. ï¿½ï¿½engo F,"Nengo Flow, Anuel Aa, Chris Jedi, Chencho Corleone",4,2022,5,20,33.3146475,3559,3,36,1,31,0,1,170,A,Minor,80,77,85,11,0,17,14
True Love,"Kanye West, XXXTENTACION",2,2022,5,27,19.4902696,2129,0,23,1,44,1,0,84,F,Minor,71,39,86,2,0,51,25
Satellite,Harry Styles,1,2022,5,20,31.1482393,3291,5,43,28,79,0,208,139,,Major,58,30,46,14,0,9,3
Pass The Dutchie,Musical Youth,1,1982,1,1,19.5918494,5328,0,54,76,900,0,0,151,G,Major,73,88,67,20,0,32,5
"Villano Antillano: Bzrp Music Sessions, Vol. 51","Bizarrap, Villano Antillano",2,2022,6,8,24.8511839,1401,0,26,16,17,0,1,128,C#,Minor,82,42,75,6,0,63,6
Love Of My Life,Harry Styles,1,2022,5,20,23.3671263,1933,0,13,2,31,0,0,118,G,Major,56,20,54,67,0,6,5
Grapejuice,Harry Styles,1,2022,5,20,19.9587884,1986,0,7,1,15,0,0,183,F,Major,65,88,72,36,14,20,3
So Good,Halsey,1,2022,6,9,9.1781263,1057,0,51,14,19,0,0,83,D#,Minor,63,29,62,4,0,18,4
Belly Dancer,"BYOR, Imanbek",2,2022,2,18,38.3835984,5115,13,109,38,301,1,33,122,C#,Major,85,42,80,6,0,17,14
Keep Driving,Harry Styles,1,2022,5,20,23.6060709,2094,1,8,1,18,0,0,165,A,Major,72,90,48,32,0,18,23
Cinema,Harry Styles,1,2022,5,20,18.9236868,2171,0,18,1,28,0,0,106,A,Minor,83,90,64,35,5,9,4
Die Young (feat. 347aidan),"Sleepy hallow, 347aidan",2,2022,5,25,16.0845341,896,0,19,0,15,0,0,77,B,Major,81,68,58,83,0,11,34
Only Love Can Hurt Like This,Paloma Faith,1,2014,1,1,58.8955257,5148,0,90,22,365,0,114,91,G#,Major,57,30,89,10,0,33,8
Hold My Hand,Lady Gaga,1,2022,5,3,23.8350348,2528,0,63,8,270,2,105,148,G,Major,51,21,63,5,0,41,3
Daydreaming,Harry Styles,1,2022,5,20,18.7703102,1900,1,15,1,23,0,0,114,E,Minor,71,90,81,31,2,13,3
Numb,"Marshmello, Khalid",2,2022,6,10,29.5307001,3879,2,107,76,86,1,9,120,,Minor,91,63,77,12,1,10,5
Nos Comemos (feat. Ozuna),"Ozuna, Tiago pzk",2,2022,6,2,13.8334433,896,0,0,0,2,0,0,92,F#,Major,83,56,82,10,0,9,5
Me and Your Mama,Childish Gambino,1,2016,11,10,44.5590495,8775,0,33,60,107,1,0,118,F,Major,56,25,45,1,3,7,3
Crazy What Love Can Do,"David Guetta, Ella Henderson, Becky Hill",3,2022,3,18,28.6739476,5290,0,139,73,142,0,5,123,E,Minor,60,46,71,3,0,16,4
SLOW DANCING IN THE DARK,Joji,1,2018,9,12,112.2364376,10211,0,38,79,65,0,1,89,D#,Major,52,28,48,54,1,19,3
Antes de Perderte,Duki,1,2022,6,2,15.713697,584,8,12,1,8,0,1,110,F,Minor,81,61,93,49,0,12,11
Boyfriends,Harry Styles,1,2022,5,20,13.7070925,1517,0,26,2,30,0,0,118,,Major,42,32,20,94,0,11,4
295,Sidhu Moose Wala,1,2021,5,15,18.3273246,246,4,4,106,0,0,7,90,B,Minor,68,54,76,21,0,11,20
Tak Ingin Usai,Keisya Levronka,1,2022,5,13,18.480763,220,4,16,5,0,0,6,130,,Major,49,14,40,82,0,11,3
En El Radio Un Cochinero,Victor Cibrian,1,2022,5,13,16.4856284,514,0,5,36,1,0,0,154,F#,Minor,70,97,62,47,0,10,4
Master of Puppets (Remastered),Metallica,1,1986,3,3,70.4171068,6080,0,112,198,406,1,0,105,E,Minor,54,59,83,0,44,20,4
BREAK MY SOUL,Beyoncï¿,1,2022,6,21,35.4614964,9724,0,222,61,259,14,2,115,C#,Minor,70,87,88,4,0,26,8
ULTRA SOLO REMIX,"De La Ghetto, Feid, Polima WestCoast, Paloma Mami, Pailita",5,2022,6,16,27.9717388,2341,0,37,2,38,2,0,110,C#,Major,91,59,82,8,0,6,8
Massive,Drake,1,2022,6,17,19.5628667,5263,0,66,89,61,0,11,125,E,Minor,51,5,68,12,2,15,6
Betty (Get Money),Yung Gravy,1,2022,6,10,22.1752937,2402,0,45,2,26,0,1,102,C#,Major,73,62,75,0,0,34,8
Ojos Marrones,Lasso,1,2022,2,6,26.328037,795,11,26,18,15,1,4,120,G#,Minor,81,72,65,4,0,14,4
POP!,Nayeon,1,2022,6,24,21.3505179,571,0,19,21,14,0,2,97,D,Major,80,36,86,4,0,3,5
Layla,"Schï¿½ï¿½rze, DJ R",2,2022,3,24,13.0419412,832,3,18,124,24,1,0,140,F,Minor,44,41,92,0,0,44,7
MORE,j-hope,1,2022,7,1,15.5795783,565,0,6,52,11,0,0,97,D,Major,78,31,72,1,0,11,4
Sweet Child O' Mine,Guns N' Roses,1,1987,1,1,155.3497987,41231,1,228,151,"6,720",3,99,125,F#,Major,45,67,90,9,11,10,5
Last Last,Burna Boy,1,2022,5,12,29.3466523,4526,12,156,275,150,3,128,88,D#,Minor,80,55,56,13,0,8,9
SNAP,Rosa Linn,1,2022,3,19,71.1366595,1818,0,3,0,63,0,353,170,,Major,56,52,64,11,0,45,7
Sticky,Drake,1,2022,6,17,19.1448892,2814,0,38,105,25,0,2,137,A#,Minor,88,8,49,9,0,9,14
Hot Shit (feat. Ye & Lil Durk),"Kanye West, Lil Durk, Cardi B",3,2022,7,1,8.5924992,1601,0,11,0,2,0,0,157,A,Major,88,52,69,0,0,8,23
Ai Preto,"L7nnon, DJ Biel do Furduncinho, Bianca",3,2022,6,3,17.6103902,894,4,28,0,54,0,0,130,F#,Major,95,83,57,54,0,10,25
La Loto,"Anitta, Tini, Becky G",3,2022,7,6,12.1189256,945,0,49,3,57,0,0,90,C#,Major,85,80,83,10,0,8,11
die first,Nessa Barrett,1,2022,6,24,13.1746175,767,0,25,0,22,0,0,183,G#,Minor,44,44,67,7,0,12,13
Afraid To Feel,LF System,1,2022,5,2,24.4790012,5898,5,129,55,128,0,101,128,C#,Major,58,68,91,2,0,27,11
Baile no Morro,"Mc Vitin Da Igrejinha, MC Tairon, DJ Win",3,2022,6,10,12.9314708,685,2,17,0,24,0,30,130,D#,Minor,71,78,40,46,0,7,45
cï¿½ï¿½mo dormi,Rels B,1,2022,8,4,33.1511413,1452,35,16,15,20,0,0,126,C#,Major,63,56,43,24,0,12,23
Bad Decisions (with BTS & Snoop Dogg),"Snoop Dogg, BTS, Benny Blanco",3,2022,8,5,21.9196651,1456,0,53,2,33,0,0,120,,Major,77,94,87,2,0,23,12
STAYING ALIVE (feat. Drake & Lil Baby),"Drake, DJ Khaled, Lil Baby",3,2022,8,5,17.0732845,2107,0,51,1,50,0,0,130,E,Minor,72,18,46,7,0,28,8
Caile,Luar La L,1,2020,12,18,27.3914335,1494,2,17,12,15,0,0,122,,Major,70,46,76,30,0,9,45
Si Te La Encuentras Por Ahï¿,Feid,1,2022,8,5,17.906144,1379,4,23,10,18,0,0,172,G#,Minor,74,46,58,15,0,13,8
GIVENCHY,Duki,1,2022,7,20,18.5236961,625,4,13,18,12,0,0,103,G#,Major,61,38,62,14,0,23,40
ALIEN SUPERSTAR,Beyoncï¿,1,2022,7,29,17.1788484,2688,0,39,47,36,0,0,122,A#,Minor,55,46,64,0,0,17,10
Mary On A Cross,Ghost,1,2019,9,13,38.7080183,2668,2,38,266,78,0,141,130,B,Major,47,56,90,0,0,10,4
Attention,NewJeans,1,2022,8,1,26.471748,799,12,14,141,9,0,1,105,A#,Minor,81,70,65,24,0,8,4
THE SHADE,Rex Orange County,1,2022,3,11,24.4928911,1189,6,17,10,16,0,4,120,F,Major,90,73,51,39,0,9,6
Come Back Home - From "Purple Hearts",Sofia Carson,1,2022,7,12,9.7610446,367,0,28,67,195,0,0,145,G,Major,56,43,53,24,0,12,4
El Rescate,"Grupo Marca Registrada, Junior H",2,2022,7,22,28.7278853,527,4,10,43,3,1,0,99,G,Minor,79,64,59,28,0,11,14
Heartless,Kanye West,1,2008,1,1,88.7906111,17504,34,63,39,"1,315",0,2,88,A#,Minor,79,66,65,5,0,25,14
"Stay With Me (with Justin Timberlake, Halsey, & Pharrell)","Calvin Harris, Halsey, Pharrell Williams, Justin Timberlake",4,2022,7,15,12.347312,3113,0,54,6,124,1,0,126,A,Major,81,90,73,28,0,29,4
Siempre Pendientes,"Peso Pluma, Luis R Conriquez",2,2022,8,15,29.5152154,685,5,15,79,4,2,0,136,,Major,77,71,75,33,1,13,4
JGL,"Luis R Conriquez, La Adictiva",2,2022,2,18,32.3455692,782,9,15,33,6,1,0,113,G#,Major,70,97,59,55,0,27,12
Don't You Worry,"David Guetta, Shakira, Black Eyed Peas",3,2022,6,16,24.0918092,2442,0,81,4,248,1,6,132,B,Major,82,49,88,20,0,21,3
Pipoco,"Melody, Ana Castela, Dj Chris No Beat",3,2022,5,20,19.1873381,1112,4,22,2,65,1,3,135,G#,Major,77,74,74,47,0,34,8
Hold Me Closer,"Elton John, Britney Spears",2,2017,11,10,28.4216603,4967,0,165,10,177,4,73,126,,Major,67,49,77,11,0,19,11
Forget Me,Lewis Capaldi,1,2022,9,9,23.9411309,2520,4,93,95,84,9,202,102,C#,Minor,67,72,74,30,0,36,4
After LIKE,IVE,1,2022,8,22,26.5548837,767,12,20,129,11,0,12,125,,Major,68,80,92,10,0,9,12
Bound 2,Kanye West,1,2013,1,1,70.3301727,19806,7,33,11,274,0,0,149,C#,Major,37,28,66,14,0,9,5
B.O.T.A. (Baddest Of Them All) - Edit,"Interplanetary Criminal, Eliza Rose",2,2022,6,15,24.4585109,5153,6,102,53,113,12,0,137,,Major,74,71,89,24,61,15,5
Talk that Talk,TWICE,1,2022,8,26,18.9476119,615,0,14,77,15,1,2,120,D#,Minor,77,78,91,14,0,33,12
BILLIE EILISH.,Armani White,1,2022,1,20,27.7132266,2537,0,49,1,67,11,1,100,C#,Major,90,75,50,11,0,9,26
Ferxxo 100,Feid,1,2022,6,3,27.8920007,1647,30,20,49,23,2,2,164,G#,Minor,70,58,57,25,0,15,7
KU LO SA - A COLORS SHOW,Oxlade,1,2022,6,10,22.2410722,2019,8,117,72,107,1,7,93,A#,Minor,65,79,66,31,0,22,7
Prohibidox,Feid,1,2022,9,13,18.5392587,1473,12,25,36,25,1,0,180,C#,Minor,65,52,80,5,0,6,25
Static,Steve Lacy,1,2022,7,15,20.245286,1613,0,21,15,13,0,0,79,C#,Major,34,22,31,43,63,10,7
The Scientist,Coldplay,1,2002,8,5,160.8164312,30992,6,124,25,"7,827",1,0,146,F,Major,56,21,44,73,0,11,2
Sparks,Coldplay,1,2000,7,10,62.4101957,10826,4,24,0,805,0,0,103,C#,Major,37,17,27,75,5,10,3
Talk,YEAT,1,2022,9,2,14.8461629,920,0,10,1,8,0,0,140,E,Minor,70,26,76,8,0,54,23
XQ Te Pones Asï¿,"Yandel, Feid",2,2022,9,13,4.7093942,308,0,6,1,6,0,0,92,A#,Major,81,48,70,13,0,15,7
